NA	sentiment	tweet
1.08155E+17	neutral	@QBKILLA Good morning Killa! Who's your pick for the Georgia - Boise State game this Saturday?
1.01484E+17	neutral	@_loveebreezyy Yo man @truthh4 wants you to wear a Dawgs jersey! Boise State jerseys are going out of fashion on September 4th. #UGADAWGSWAG
1.08127E+17	neutral	Boise State may make Brandon Boykin's day. http://t.co/yBVsBqr /via @wordpressdotcom #uga #dawgs #boise #georgia #bulldogs
1.08157E+17	neutral	Morning paper: Georgia gets ready for the big opener it 'needed.' Boise State looks for a kicker. The Bangles. http://t.co/g0scXUL
1.0242E+17	neutral	RT @BSUBroncoNation: Program Alert: @TheMtn will be having a debate whether or not Boise State can win it all! Check out the show today  ...
1.08263E+17	neutral	"RT @Drofdarb23: Damn. Who becomes the 3rd back, Ajayi?  RT @IDS_BroncoBeat Boise State RB malcolm Johnson tore ACL in practice yesterday."
1.082E+17	neutral	"RT @MikeABarber: \""We called Boise State & tried to get them to schedule North Carolina on Monday night. They didn't do it\"" Mickey Matthe ..."
1.01756E+17	neutral	"RT @MollySportsTV: Our Football Season Preview shows start airing tonight on The Mtn..half-hour, each program..the latest on Boise State ..."
1.06963E+17	positive	@CaramelBonitaa yeah I no but on the bright side I just got a letter from Boise State yesterday :)
1.08216E+17	positive	Boise State's jerseys for the game Saturday are sick.  You won't be dissapointed.
1.02192E+17	positive	"Girl singing the national anthem tonight is a Boise State student. I gave her a \""Go Ducks\"" before she went out. Didn't seem to faze her."
1.08613E+17	positive	Got 2 letters today! One from Wake Forest University and the other from Boise State :)))
1.082E+17	positive	"I love you all so much. Come join us on Saturday evening for the UGA v. Boise State game. Game is at 8pm, but we... http://t.co/eF9iQB8"
1.06783E+17	positive	In an ideal world Oregon and Boise State will win Sept 3rd and give power to the PAC NW! #GoDucks
1.07946E+17	positive	"RT @zagswsoccer: The Zags hold a 1-0 lead for 84 minutes to beat Boise State and win the Bronco Invite. Goal by Sarah Rhodes, her 3rd of ..."
1.0796E+17	positive	The other night I had a dream UGA beat Boise State. Let's hope it comes true
1.04531E+17	negative	@Ed001andonly same way as in Bolton are being stubborn and not talking or demanding a stupid fee ? Are you expecting Jim to sign today ?
1.0447E+17	negative	@m11kte Won't see me :( I'm off to Bolton later today for the weekend. Typical timing as ever!
1.03914E+17	negative	Gutted my match is off against Bolton tomorrow! Was well up for it :(
1.04246E+17	negative	I wish I was in Bolton tonight :(
1.01935E+17	neutral	@1074towerfm Pls RT Bolton Society for Blind People are bringing Vegas to Bolton with a Charity Dinner on 23 Sep http://t.co/4mvokMM #BSBP
1.04259E+17	neutral	@Bullock_NFFC will he be able to perform on a cold summers day at Bolton on Sunday?? Probably...
1.01934E+17	neutral	@TheBoltonNews Pls RT - Bolton Society for Blind People are bringing Vegas to Bolton with a Charity Dinner on 23 Sep http://t.co/4mvokMM
1.04986E+17	neutral	@mzma187 I'm thinking of going tomorrow and then moving onto Bolton from there to get City + Eagles
1.01935E+17	neutral	Bolton Society for Blind People are bringing Vegas to Bolton with a Charity Dinner on 23 Sep http://t.co/4mvokMM Please RT xx #BSBP
1.04487E+17	neutral	"Paddy McGuinness on This Morning, continuing to show the old stereotype that broadcasters from Bolton have to shout all the time."
1.04713E+17	neutral	"RT @KerkyMcfc: 1 more day of work tomorrow then it's Bolton, first away of the season mcmcfmcfcok"
1.03958E+17	positive	"@CJonesy77 dunno, Sky reporting it tonight, Everton & Bolton also interested according to Twitter search"
1.05015E+17	positive	"@swp29 Just seen your goals in the 5-2 City win against Bolton in 2003. Need to get them days back man, hope you play tomorrow. Top player."
1.04141E+17	positive	At Bolton 6th form college... A Level celebrations for tonight include watching a DVD and staying in with the dog + a bottle of vodka #wild
1.05E+17	positive	Bolton away tomorrow! Hope @swp29 gets a game....after his quality pre-season. Up the blues! @MCFC <3
1.04487E+17	positive	"Gym tonight dependent on how, erm... fresh, my kit is. Otherwise its a pilgrimage to Bolton first, or Saturday morning. Feeling good."
1.05044E+17	positive	I reckon the match between Bolton and Man City should be good tomorrow! #footballseason
1.0503E+17	positive	"Ironman UK, Bolton highlights on tomorrow: 7.10 am on channel 4, or watch back on 4OD! Hope i can get a sneaky glimpse on it!"
2.36937E+17	neutral	6 agencies\u002c incl. the Bomb Squad\u002c were needed to dispose of hazardous waste at E. 10th St/Post Rd. http://t.co/TnCe4sfH http://t.co/iESfohaa
2.23513E+17	neutral	Its Thursdayyyyy so it\u2019s ladies night @IconsGrille come out and get your thirsty Thursday on with the Bomb Squad!!!!
2.46321E+17	neutral	Last\u002c U-School HC said the next member of the Bomb Squad will be 9th grader Sam Bruce\u002c nephew of Isaac Bruce #2016Prospect @larryblustein
2.22808E+17	neutral	Well\u002c monsoon coming in from the North and the Bomb Squad down in Midtown on the 15th. Time to go.
2.60566E+17	positive	Bomb Squad bake sale Thursday the 25th !!! Don\u2019t miss out.
2.12484E+17	positive	Excitement and danger #Estatesales. Found old WWII shells\u002c not inert!  Spent time with Bomb Squad!  How is that for a Monday?
2.52047E+17	positive	Good morning Bomb Squad family! I hope you all have a lovely Saturday!
2.11638E+17	positive	Gumby may be the answer to our forward woes. The Bomb Squad never stop believing\u002c and we never stop believing in Gumby. #releasethegumby
2.20598E+17	positive	Happy 4th from the Bomb Squad! http://t.co/aEkrD7OV
2.48617E+17	positive	ok Im off twitter for the night til tomorrow Bomb Squad enjoy ur night love you much!
2.13763E+17	neutral	Brit Award winning pop-star Mika is set to return with his brand new album The Origin of Love\u002c released on Island Records on September 16.
2.53932E+17	neutral	So @onedirection will be in the @CapitalOfficial London studio tomorrow morning. Hope no one mentions Harry\u2019s Brit Award error
1.96728E+17	positive	#1DFacts On the 21st of February 2012\u002c at 8:39pm on Table 74\u002c One Direction lifted their first ever Brit Award for Best British Single
2.45934E+17	positive	@mrjimBob @booksellercrow she\u2019s alright\u002c she\u2019ll win the Brit Award for best female if she breaks wind between now and May.
2.18985E+17	positive	I just realized that the boys won their Brit Award on my birthday February 21 then I was like partying that time they recieved it!#BESTGIFTx
2.27387E+17	positive	Look how far they\u2019ve come since July 23rd 2010. They have a smash album\u002c Brit Award\u002c and the even beat out Justin Bieber for a TCA.
2.37943E+17	positive	Our SE member the Alresford Community Choir to share the stage with Brit Award winning @TheBandBlake on Sep 15 @TRwinchester. How exciting!
1.99095E+17	positive	Scoop! Elmbridge Choir performing with Brit Award classic boy-band BLAKE on May 24th at Epsom Playhouse! Yoohoo how cool is that!
2.491E+17	positive	Three times Grammy nominated\u002c Brit Award nominee and Ivor Novella winner Joan Armatrading takes to the stage on Sunday! http://t.co/M2uukRLx
2.50973E+17	positive	We\u2019re in the studio working on the new album and it sounds EPIC. We may as well pick up our Brit Award now\u002c tbh.
2.37887E+17	neutral	5 Times Oscar winner John Williams will receive a lifetime achievement award at the Classical Brit Awards on October 2 at Royal Albert Hall
2.56746E+17	neutral	@russellthevoice Russell u beat me 2 it lol I was gonna tweet about the Classical Brit Awards being on this Sunday xxxxxxx
2.54939E+17	neutral	Don\u2019t Forget The Classical Brit Awards At 10pm tonight for a Special appearance of the 25th anniversary Cast of Phantom for 26th Bday??
2.42556E+17	neutral	Laura Wright\u002c Gareth Malone\u002c Noah Stewart and Margherita Taylor attend the Classic BRIT Awards launch\u002c September 6
2.42555E+17	neutral	Laura Wright\u002c Gareth Malone\u002c Noah Stewart and Margherita Taylor attend the Classic BRIT Awards\u002c September 6
2.53238E+17	neutral	OMG!!! Ramin and Sierra performing Phantom of the opera at the classical brit awards televised on sunday ITV at 10.30pm!!!! :D
2.42844E+17	positive	@NJHoranHugs Haha\u002c I hardly knew about them and one day I was at her house and she sat me down and made me watch the Brit Awards with her :)
2.54523E+17	positive	It makes me feel so gay that I just set the classical Brit awards to record tomorrow haha oh dear
2.53626E+17	positive	So glad that the Classical Brit Awards are on ITV 1 on Sunday have set the record button just in case I forget to watch.
2.62007E+17	negative	this nigga @OctobersOwn91 just hit a full court one handed shot with brook lopez...smh\u002c 21st birthday shit
2.57981E+17	neutral	@Chris_Cordaro24 1st game in brooklyn and i want to see brook lopez
2.57279E+17	neutral	Brook Lopez gets a short shot +1\u002c #brooklynnets lead 71-56 w/ 4:20 to play in the 3rd quarter. #hellobrooklyn
2.57271E+17	neutral	Brook Lopez scored 9 points in the 2nd quarter and was featured by #Nets. Joe Johnson was absent\u002c but should play in 2nd half. #Nets #NBA
2.5801E+17	neutral	Brook Lopez with a Double Double in the 3rd #NetsNation
2.58016E+17	neutral	Dont look now but: Brook Lopez had 19 pts & 9 rebs (28mins) in 1st game back from foot injury over weekend. 18 & 11 (25 mins) tonight.
2.59462E+17	neutral	Imma need Brook Lopez to get more aggressive on the boards. 7 feet tall\u002c c\u2019mon son
2.63441E+17	positive	@realcavsfans @GregBag79 AV has 11 offensive rebounds with 4 minutes left in the 3rd. That\u2019s a good month for Brook Lopez.
2.61274E+17	positive	Brook Lopez the 2nd best offensive center in the NBA he not ass
2.57343E+17	positive	son if deandre learned anything more than dunking.he could be the 3rd best center in the league. brook lopez\u2019s rebound numbers hold him back
2.54602E+17	negative	@mperillo86 watching Cannavaro on the 2nd even more embarrassing.
1.56453E+17	negative	Although there was that one time he finished 3rd and Cannavaro finished 1st. Yes\u002c Fabio Cannavaro. Bullshit.
2.01663E+17	negative	But this is not the 1st time that Juventus is maximizing the potentials of ex-Milan players..Cannavaro and Edgar Davids are similar cases
2.26414E+17	neutral	@Raheem_orDie tomorrow fc toronto vs liverpool? Are you go at stadium? Today napoli won 3 a 2 vs bayern !! Scored: Pandev\u002cCannavaro\u002cinsigne!
2.10443E+17	neutral	@zachbussey that year is to be unspoken of. Remember those rubber bracelets too? I may or may not have a dog tag with Cannavaro on it....
1.71857E+17	neutral	Drogba(as reports suggest he is preferred to start)\u002c If Cannavaro has anything close to the game he had on friday then he takes this.
2.45597E+17	neutral	This is Buffon\u2019s 122nd cap for Italy\u002c now just 4 behind Maldini in 2nd and 14 behind the leader\u002c Cannavaro. #Legend
2.05978E+17	neutral	"\""""For the 1st time since 1978 Italy will travel to a major tournament without Franco Baresi\u002c Paolo Maldini or Cannavaro\"""" via @zonalmarking"
2.18767E+17	positive	@Colliinnn and he hasn\u2019t lost a match since Apr 2nd last year\u002c that\u2019s consistent\u002c and never forgetting Cannavaro\u002c the 1st defender to win it
2.5022E+17	positive	@Daniel_Dennehy Just saw u with Cannavaro\u002c didn\u2019t know u were here in Italy! Congratz for being the 2nd best in the world!!! #Legend
2.36977E+17	negative	@EgyptianLover_ @Tyga 3rd??! :O where have I been I thought Careless World was the 1st one. No?
1.88858E+17	negative	Careless World tour hit up 8 places in Cali. Haha the fuck\u002c yoo.
1.99683E+17	neutral	"1st episode of Careless World TV from Europe is on Facebook\u002c make sure to give it a \""""like\"""" - http://t.co/VhRDJB7y #TeamTyga"
2.1009E+17	neutral	@MagzLovesTyga I do remember. It was like leaked at 1st so he made a new one for Careless World
2.61646E+17	neutral	@Tyga Ay you gone release the HotelCalifornia in feb like you did with  Careless World ?
1.8994E+17	neutral	Careless World is the album of the year by @Tyga
1.953E+17	neutral	Tyga\u2019s Careless World moving down five spots to No. 48 with 8\u002c300. Headed into his 10th week\u002c the YMCB rapper\u2019s LP has sold 199\u002c400 records.
1.99699E+17	neutral	on my YM shit right now. just finished listening to I Am Not A Human Being. now going onto Pink Friday. after this\u002c hello Careless World.
2.29455E+17	positive	@TOHitmaker Yo\u002c I followed you\u002c I`m interested in having the un-tagged 2nd Verse for Careless World.
1.99956E+17	positive	Been listening to Careless World - Rise of the King  Cannot wait for the 23rd  #rackcitybitch  @longman4lrj  @florence200588
2.62843E+17	negative	@o0ToucH0o we dont care about Carling Cup! Save it for #Looserpool! Yeah we lose also i wont be crying all night long on wednesday night!
2.63369E+17	negative	Don\u2019t think Chelsea should appeal for Torres\u2019 red card. Let Sturridge play tomorrow. It\u2019s the Carling Cup\u002c not PL.
2.62883E+17	neutral	Carling Cup on Wednesday. No extra time please.  Have to play more england internationals and give the kids a rest. #lfc #stillinthehat
2.63382E+17	neutral	In the Carling Cup previously\u002c Arsenal played their 2nd string\u002c but even then you could count on Bendtner / Vela to grab a few goals #nb52
2.63983E+17	neutral	Liverpool\u002c CHAMPIONS of the Carling Cup last season\u002c now KICKED OUT in just the 3rd round of the competition 3-1 by SWANSEA at ANFIELD.
2.64155E+17	positive	@JoeWood91 Bren-field mate\u002c we where joint 2nd\u002c they where bottom. They celebrated like they\u2019d just won the Carling Cup!
2.63727E+17	positive	Another #Chelsea vs #ManchesterUnited today for the 4th round of the Carling Cup!! Don\u2019t miss out
2.63771E+17	positive	Have had two very enjoyable nights of Carling Cup action with Arsenal last night and CFC this. Will QPR v Reading on Sunday live up to it..?
2.63602E+17	positive	The BBC are asking if last night\u2019s Carling Cup 4th round tie between Reading and Arsenal was the greatest cup tie of all time. Honestly.
1.98488E+17	negative	@GregUnittXIV I hate to say it but I think it\u2019ll go to penalties tomorrow. I just have that feeling\u002c like I had before the Carling Cup Final
2.25999E+17	neutral	@DunkinBoston Because I went to my 1st match when I was 4? My last match was the Carling Cup Final. #DDLiverpool   http://t.co/IGhqM4Vo
2.39523E+17	neutral	@MeCrazyMatt 2 FA Cup SF\u2019s Carling Cup Final lost on pens he may not have been a true leader but he certainly took us places we ain\u2019t been.
2.46359E+17	neutral	"@ShutDownTheSun \""""these birds dont buy the sun\"""" banner at the Carling Cup Final for Mikey Dye & the LFC96 #DontBuyTheSun http://t.co/ZO2BKZcf"
2.46358E+17	neutral	@ShutDownTheSun \u2019These birds dont buy the sun\u2019 banner at the Carling Cup Final for Mikey Dye and the 96 #DontBuyTheSun https://t.co/cIB2ihJr
1.81327E+17	neutral	@Siralex671 They launched the day of the Carling Cup Final\u002c did you not see the Dont Buy The Sun posters? #DontBuyTheSunANYDAY #JFT96
2.41665E+17	neutral	@rav_sagar @spencermorgan93 they will have the last laugh when we get to the Carling Cup Final.. result may vary.
1.9623E+17	positive	6th...playoffs and a Carling Cup Final!! Malky Mackay\u002c I literally love you!! #whataseason
2.10319E+17	positive	@LivEchoLFC @Dirk_18_Kuyt @jamespearceecho Has to be the hat-trick against ManU....and in a very close 2nd the Carling Cup Final goal :o)
1.72649E+17	positive	@rafvdvaart Hope you are fit for sunday\u002c 3pts against Arsenal\u002c better than watching the Carling Cup Final
2.48432E+17	neutral	#FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #PINKCITY!!!!!!!
2.48637E+17	neutral	#FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #PINKCITY!..
2.48637E+17	neutral	#FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #PINKCITY!\u002c:-)
2.48459E+17	neutral	@YungToneWorld #FLEXTHURSDAY !! DIS THURSDAY!!!!!wit @FLEXCREWgotti @DA CROWS NEST WE CALLN OUT DA WHOL SOUF KUM KICK it Wit #Flex
2.51559E+17	neutral	Burger & Blonde Friday today @moogb Crows Nest $2.00 Pure Blonde with any burger purchase!
2.59201E+17	neutral	Heading to Crows Nest on Sunday to cover Ray White\u2019s celebrations for 110 years in the business of real estate.
2.55088E+17	neutral	This song says everything about a break up ...Rope To Hang by Neil McSweeney: Dir. Sat Johal of Crows Nest Films http://t.co/sA8mXUJv
2.59176E+17	neutral	Will be at Manly Market & Mittagong on Saturday. Crows Nest  Fair and Kiama Market Sunday.  Hope to see you there
2.6408E+17	positive	Hung out with my housemate more (she\u2019s awesome!)\u002c went to Crows Nest festival\u002c celebrated my dogs 5th birthday (love you Diesel Bean!) ...
2.54063E+17	positive	They say you are what you eat\u002c but it\u2019s Friday and I don\u2019t care! #TGIF (@ Ogalo Crows Nest) http://t.co/l3uLuKGk
2.55726E+17	negative	@HTTR24_7 If Cundiff is still the kicker come Sunday I\u2019m starting a riot.
2.57207E+17	negative	WVU goes for it on every 4th down. Is our kicker worst than Cundiff?
2.56984E+17	neutral	"#Nationals 9th Inning had that \""""4th Quarter #Redskins\"""" feel\u002c didn\u2019t it?  Coulda swore I saw Cundiff shank one from the mound."
2.55481E+17	neutral	"@SuperSkin\""""Van full of veteran kickers due into #Redskins Park tomorrow. No word on whether it will run over Cundiff.\"""" Watch it go wide Rt."
2.55771E+17	neutral	Cundiff got released. I think he\u2019s outta the league now\u002c especially if that quote on the TL this past Sunday was real
2.5661E+17	neutral	Dirty Jim had to close that one out. If not\u002c he may have started hearing comparisons to Cundiff in this town.
2.55697E+17	neutral	If Cundiff would\u2019ve made the Field Goal Sunday\u002c I could\u2019ve been eatin\u2019 a free 6in sub at Subway for lunch!
2.55728E+17	positive	@AustinDB34 I know thats what Im saying lol Tucker straight outkicked Cundiff in camp\u002c I\u2019m glad he\u2019s gone. Didnt he miss one in the 4th qtr?
2.56464E+17	positive	Rg is cleared for the Vikings game Sunday #goodmood   p.s. thank God we got rid of Cuntsniff or is it Cundiff?
2.60062E+17	positive	oh shit Ray Lewis may be able to come back. hopefully young cause if you ask me Ravens would have won the Superbpwl if it wasn\u2019t for Cundiff
2.64191E+17	negative	@Tylerkhounthy why there so much easier I\u2019m pretty sure tomorrow is the Cupid shuffle tho ... I hate that
2.63528E+17	negative	Cupid did so much work da 1st time that he don\u2019t wanna be my friend no more
2.60158E+17	neutral	After reviewing my texts/pictures from Thurs-Sat\u002c I\u2019m thinking that alcohol is the liquid form of Cupid. I fall in love every weekend. #oops
2.60788E+17	neutral	Cupid and Psyche isn\u2019t an original Greek myth. It was a story in The Golden Ass by Apuleius and often cited as the 1st Fairy Tale.
2.6283E+17	neutral	Sick Beard: Download Finished: 3rd Rock from the Sun - 5x11 - Dick Puts the \u2019ID\u2019 in Cupid
2.63194E+17	neutral	"\""""someone\u2019s hitman\"""" sure you are. you may be a hitman but dude\u002c you just got pwned by Cupid cos he hit you real hard\u002c man."
2.61327E+17	positive	@JordyGenevieve hahaha shut up Cupid! Yeah hopefully it does go good and Saturday and every other day!
2.60493E+17	positive	@ben_hatton rumour has it Cupid has you on a piece of string ! Friday not sure Saturday rumours are funky town in gants hill the big V
2.61546E+17	positive	Remember Cupid at Convo last year with the bomb candy bar?? If you liked that\u002c you\u2019ll LOVE next Tuesday\u2019s Tr http://t.co/af9hu4pU
2.63549E+17	positive	"\""""@itsmekatsumi: Cupid doesn\u2019t lie but you won\u2019t know unless you give it a try\"""" wwooww.may pinaghuhugutan!"
1.18152E+17	negative	Aw what the hell Curtis Painter coming in and we give up 3rd and 18 conversion.
1.18152E+17	negative	Curtis Painter's finally going to get a shot tonight.  I can't help but root for that guy!
1.18288E+17	negative	Curtis painter did the curtis Painter last night... a fumble and one walk-in td overthrown by 8 yards.
1.18168E+17	negative	Lmao RT @HeatherNoel13: Curtis painter looks like the kind of guy who would try to buy beer on Sunday. #scumbag
1.11484E+17	negative	"Peyton Manning ......... NOOOOOOOOOOOOOOOOOOOO!!! If Curtis Painter is starting on Sunday, I am going to lose my shit."
1.18152E+17	neutral	Colts Backup QB Curtis Painter warming up. This could be it for Kerry Collins who may have a concussion. #NFL #Colts
1.19842E+17	neutral	Colts to start Painter at QB on Monday vs. Bucs - Curtis Painter will make his first NFL start at quarterback for th... LLLINKKK
1.18483E+17	neutral	Curtis Painter was asked in interviews today if as the lead singer of Nirvana was getting the band back together.
1.19269E+17	neutral	I've got a blog post coming up tomorrow. Topic? It's time to learn once and for all what Curtis Painter's got. Start the man. #Colts
1.12943E+17	neutral	"In 14 minutes of Kerry Collins, the #Colts are down 17. Let's give Curtis Painter a shot in the 2nd quarter. Why not?"
1.18168E+17	neutral	"It's going to be a somber set tonight for Curtis Painter's Nickelback cover band, Something In Your Mouth."
1.18152E+17	positive	Curtis Painter...we have a chance again! Can't believe Kerry Collins didn't throw us a pick-six tonight
1.18152E+17	positive	It looks like the Curtis Painter era of Colts may begin tonight!
1.12942E+17	positive	Kerry Collins may look like an old mouse... and hold on to the ball like one... but is a Curtis Painter experiment REALLY that much better?
1.18167E+17	positive	"RT @PeterBurnsRadio: Curtis Painter is totally going to get lucky tonight, probably with another girl that looks just like him"
1.18167E+17	positive	The takeaway from tonight's game: the Colts' run defense was HUGE. And Curtis Painter rightfully owes us all (us especially) a big finger.
1.18362E+17	positive	This may be a fact!! RT @RaheemBrock Curtis painter will help the colts win their first game! U heard it here first!!!
1.92144E+17	neutral	Check out all of Monday\u2019s highlights in 2:19 with the Daily Zap: http://t.co/Ac6GBBbb
1.92144E+17	neutral	Check out all of Monday\u2019s highlights in 2:19 with the Daily Zap: http://t.co/KfNhEft4
2.09167E+17	neutral	Daily Zap OKC vs SAN June 2nd 2012:   Daily Zap OKC vs SAN June 2nd 2012  Check tonight\u2019s e... http://t.co/0o317Q3H Wait 5s\u002cpressSKIP AD
1.87457E+17	neutral	Daily Zap: April 3rd:   Daily Zap: April 3rd  Check out a whip around the league for all the highlights from ton... http://t.co/wCD04IL2
2.56279E+17	neutral	NBA Video - The Daily Zap: All the action from Wednesday\u2019s six pack can be found right here in the Daily Zap. http://t.co/N1HoDRMa #NBA
2.63627E+17	neutral	The @Cavs\u002c @MiamiHEAT & @DallasMavs tip-off the season with Ws Tuesday night. http://t.co/xl31hLWk Daily Zap: http://t.co/WM6ws7SV
2.56294E+17	neutral	The Daily Zap - All the action from Wednesday\u2019s six pack can be found right here in the Daily Zap. http://t.co/nMS3vDEv
2.56279E+17	neutral	The Daily Zap: All the action from Wednesday\u2019s six pack can be found right here in the Daily Zap. http://t.co/hBCUE49s #NBA
2.58099E+17	neutral	The Daily Zap: Catch highlights from Monday\u2019s action in the NBA. http://t.co/oGFF8Aog
2.56633E+17	neutral	The Daily Zap: Catch highlights from Thursday\u2019s action in the NBA. http://t.co/iGCNt9jV
1.00032E+17	negative	Stuck in the Dallas airport until 11:20... On a Saturday night #gettincrazy #getmehome
1.00016E+17	neutral	@MarVictoria_ even sxsw last yr he was there the 1st 2 days and went to Dallas the day stump was there
1.00004E+17	neutral	"@iTasteLikCandy whoaa , well during the breaks i bee in dallas , so i might visit you in November , December , March , & thee Summer ."
1.00048E+17	neutral	"@letmeRyed o ok, well i'm not coming back to dallas tonight"
1.00003E+17	neutral	@murphylee r yall going to be in dallas friday & saturday?
1.00048E+17	neutral	"@sistersncloth Yes, the Dallas event did. Remind me to send you a link tomorrow. It was on 10:00 news too. Our Ft Worth event had none tho."
1.00003E+17	neutral	Trying to go out tonight!!! Where is there to go out here in Dallas????
1.00019E+17	positive	Dallas!!! Are you ready to come have a great night with us?! We can't wait to blow the roof off with you!
1.00032E+17	positive	Good luck and have fun! I'm think about ya'll in Dallas today. @DallasBVB @BrunetteInBigD #Fight #Alzheimers
1.00048E+17	positive	Hope @elianacwg_31  lives it up tonight.. love you mama.. Will visit Dallas soon :))
1.00018E+17	positive	RT @JakeAustinXXX: @tinroom tonight! Come see me and the hottest gogo boys in Dallas!! @gaypornfanatic @bonepilot
1.00033E+17	positive	Reminds me of the best night of my life. RT @ayepeeMAXIN: 9am in dallas
1.00019E+17	positive	Win or lose I think most Dallas fans would agree it's just great to play in games as big as this one tonight again after yrs of mediocrity.
1.00019E+17	positive	Yep and that might b my move in Dallas tonight RT @AntwannetteBond: True! Tht would b fun.. @Breedlove_08
2.53923E+17	negative	And the new season opener is against the Dallas Stars on Thursday\u002c Oct 25. You probably shouldn\u2019t buy tickets yet. Call me cynical.
2.6107E+17	negative	D.J. King Suffered broken right hand in fight with Krys Barch Oct 24 2009 stlblues vs Dallas Stars; missed 3+ months http://t.co/vJYYDucp
2.53799E+17	negative	Tonight\u002c Obama was the Buffalo Sabres and Mitt was the Dallas Stars. It may not seem right... http://t.co/7CmDCgzD http://t.co/I9PixPcG
2.60802E+17	neutral	@puckchk did i read the barons schedule right when it said we play the dallas stars at home on sunday?
2.53164E+17	neutral	Dallas Stars forward Jamie Benn has signed with the Hamburg Freezers in Germany. He could make his debut against Mannheim on Friday.
2.64082E+17	neutral	Get your ticket for a Detroit Red Wings Bus Trip on March 22nd against the Dallas Stars. http://t.co/F0oOYTEQ
2.53687E+17	neutral	Tonight\u002c Obama was the Buffalo Sabres and Mitt was the Dallas Stars. It may not seem right to the Sabres fans\u002c but Dallas still won.
2.53768E+17	neutral	Tonight\u002c Obama was the Buffalo Sabres and Mitt was the Dallas Stars. It may not seem right to... http://t.co/4UvmtxSb http://t.co/HvmhXPU8
2.56882E+17	positive	FLASHBACK FRIDAY:The Dallas Stars settle victoriously in to their new digs at the AAC. WATCH: First Game http://t.co/633zqGP2
2.60038E+17	positive	i wish the nhl and nhlpa to come to an agreement so i can go to dallas to see my dallas stars in march
2.61315E+17	neutral	@AnaBanana12 do you like @OurNameIsFun? Presale is tomorrow for Jan 31st show at DAR Constitution Hall.
2.53593E+17	neutral	Anybody want some Dispatch tickets. They are playing next Thursday (Oct 11( at DAR Constitution Hall with Good... http://t.co/RqSWNGmA
2.40667E+17	neutral	Going to see Estelle - Sat 9/15 in Washington\u002c DC at DAR Constitution Hall! Check out the tour dates here -  http://t.co/yS4GMo58
2.39185E+17	neutral	I\u2019m going to Anthony Hamilton at DAR Constitution Hall in Washington\u002c DC - Sep 15 http://t.co/PEcRmVHl
2.15168E+17	neutral	July 8th... It\u2019s goin down at DAR Constitution Hall... I\u2019m gonna make this last part rhyme... MB Y\u2019ALL!!!!!
2.48549E+17	neutral	November 3rd-Norfolk\u002c VA-NorVa Theatre (NAS ONLY)November 4th-Washington\u002cDC - DAR Constitution Hall......for you concert seekers out there !
2.10153E+17	neutral	Who would go see @KChenoweth with me at DAR Constitution Hall on sunday evening?
2.20334E+17	neutral	think ima go to Nicki Concert @ the DAR Constitution Hall on the 21st.. 2 chainz gonna be dere
2.21846E+17	positive	@MindlessBhavior        Hey mindless behavior I was at ur concert on saturday at the DAR Constitution Hall. great p
2.63302E+17	positive	Shaquille O\u2019Neal All-Star comedy jam @ DAR Constitution Hall Sat. 8pm Nov 3\u002c 2012 Washington DC.. Looks like it will be a great show!!
2.63776E+17	negative	@ooteeny @stuwaldy will NEVER but the sun Jo\u002c never!  EVEN - for a guaranteed date with Dave Grohl!!! Even then!!!
2.5638E+17	neutral	@matt_bearden I have snuck into the Sunday night VIP party at ACL.. Got to meet Dave Grohl and party open bar style
2.56767E+17	neutral	Guy sat opposite me on the train is the spit of Dave Grohl
2.6015E+17	neutral	I\u2019ll let Killing Joke deal with my Sunday night blues instead. That\u2019s Dave Grohl on drums too. http://t.co/bp1mSufB
2.55038E+17	neutral	Queens of the Stone Age & Dave Grohl sat on the stool - Regular John from Glastonbury during the Song For The Deaf tour http://t.co/nbSntwba
2.54915E+17	neutral	Queens of the Stone Age\u2019s Regular John from Glastonbury during the Song For The Deaf tour & Dave Grohl sat on the stool http://t.co/mitUJIF7
2.59351E+17	positive	@Kirsty_182 my older brother is going to see Tenacious D on Sunday and Dave Grohl is going to be playing the drums there!!!!!!!
2.62957E+17	positive	February Stars\u002c 15 years old and still one of the best songs Dave Grohl has ever written. #fact
2.59284E+17	positive	Fun fact in 7th grade i thought dave grohl and eddie vedder were the same person
2.58166E+17	positive	Sat here on my birthday listening to @foofighters - would be great to get a shout out from you guys - Dave Grohl = Legend!!!
2.25645E+17	neutral	@BravoLacy David Taylor?  A few yrs ago\u002c whn he 1st came 2 stl\u002c he went by apostle. My hubs used 2 play for his services.
2.57221E+17	neutral	@kyledake444 Plz give the fans a treat and start trash talking David Taylor. Really heat things up b4 what may be the Match of the Century!
2.33971E+17	neutral	@mcgeecraig come see @theiqonsband\u002c @Tijuana_Bibles\u002c @Stone_Fox_Chase\u002c and David Taylor at PivoPivo with me next Saturday
