NA	sentiment	tweet
2.44939E+17	neutral	@EnriqueMantica We are done for the rest if the day. Tomorrow we will be in Hollywood's Art Park for dinner
2.07985E+17	positive	@Rachael1130 drake will be in Ohio June 6th with waka flocka j cole 2chainz and a bunch of other really good artist. We're fuggin going!!!
2.74607E+17	positive	@radioandra On monday I request some Queens of the stone age to celebrate that they're finally coming to Roskilde festival again!
2.51192E+17	positive	"It's Thuuuuuursday and my bestie is arriving tomorrow, Antonio Carluccio shortly after that and then a fabulous event with Reiss on Tuesday!"
2.28883E+17	positive	We're just over 24 hrs away from the WPSL Elite Championship in Rochester vs the formidable @wnyflash. 3rd time's a charm Red Stars!
2.6166E+17	neutral	@DaleEArnold the same way Joel Skinner held Kenny Lofton at 3rd in 07. #Destiny
2.10449E+17	positive	"Fresh Copper River Salmon this weekend! Starts Friday night, don't miss it!!"
2.81051E+17	neutral	"one more final tomorrow then I'm done for the semester..I been waiting on Christmas break since Thanksgiving break, lbs"
2.32772E+17	positive	@WildBirdFood Great! All down to hard work of SAGG and others. Getting increasing reports of reds in Haltwhistle too. Long may it continue!
2.08685E+17	positive	"@macklemore It's my best friends 19th birthday today and she LOVES you! We saw you at Soundset on Sunday, show my girl @HeyitsTurr some love"
2.75994E+17	positive	Tonight at home vs Summersville! Good luck to our boys. Play with the same fire you ended with Saturday against Thayer &amp; Alton #lovemyealges
2.16351E+17	positive	Too much sun today!.. At least I got one picture with ma girl @daniartaud @ Pomona Fairplex http://t.co/Mr1I7Ijf
2.72468E+17	neutral	"EP #126: Psychobilly Friday From Space! - Terminal Signal: Psychobilly from Mad Sin, Nekromantix and the Quakes!... http://t.co/6KlodjYr"
2.0785E+17	neutral	Bill Cosby Live at the Winspear Opera House on June 9th! http://t.co/iT2Zz9Tm #billcosby
2.37833E+17	neutral	"Silver Lining: Even if you missed their performance at the Creative Alliance on August 12, you can still enjoy the... http://t.co/3062tyxO"
2.5428E+17	neutral	Hope to see everyone at Eldora Speedway TOMORROW for the full UMP Nationals event! This evenings events have been... http://t.co/Yh3rrrH4
2.67737E+17	neutral	"Nov 11, Boston Celebrity Chef Class - What to Do with Thanksgiving Leftovers: The BCAE Teams Up with Local Food ... http://t.co/tQAk21Nb"
2.49558E+17	negative	Ironman Wales highlights on Channel 4 tomorrow morning at 6.35am. I hope there's no footage of me being sick on the run!
2.36999E+17	neutral	Will be on ABC Sunday night 10pm with Dr Joe Tucci &amp; Prof Liz Handsley re sexualisation &amp; commercialisation of kids
2.01843E+17	negative	"Yup, guess what? Citizen weren't the happiest supporter last night, Liverpudlian were. The Fact is: finis in 8th, below Everton Asses #LOL"
2.23844E+17	neutral	#Thailand Parcels packed with ammunition and illicit drugs were Friday intercepted at Songkhla's Hat Yai Post Of... http://t.co/NH1F1sLn
2.67748E+17	positive	"Saturday Nov 24th FM Kirby Center in Wilkes-Barre,PA...Hope to see you there... http://t.co/9OhG3Qcl"
2.00285E+17	neutral	@bumblingbilly http://t.co/otowFImj A De La Soul song you may have heard!
2.3801E+17	negative	"#Accused Olivia colman, Joe dempsie; Jimmy mcgovern always comes out with gold, pity I missed the 1st episode"
2.59187E+17	neutral	wow Friday that was quick - charity dog walk tonight for @guidedogs If you're going through Blackpool Illuminations tonight give us a honk
2.72978E+17	positive	A quality weekend in Manchester with @shauntengland :) Runrig were superb on Friday night!
2.84756E+17	positive	I love how Thanksgiving break had hella bangers and we're in the 2nd week of winter break and have failed to have one yet
2.3562E+17	neutral	"@jorijenae How are things in """"Vegas""""? When do you start """"Monday""""? Do you know where you're shooting? Fox, Universal, Warners, Paramount? lol"
2.65664E+17	positive	@SOYALEXGUZMAN Good Night we waiting for tomorrow can we have TWITCAM please with Maite
2.64569E+17	neutral	"Left over Halloween candy is probably past it's expiration, right? That's what I'll tell my kids when they see the empty wrappers tomorrow."
2.47096E+17	positive	Jimmy McGovern's Hillsborough on ITV3 @12.05. Wish they'd show it nationwide on ITV at 9pm tomorrow. The nation would see it with new eyes
2.55623E+17	positive	"@Asa_kiri Kiryu is a VK band &amp; I will see them again in January as they're amazing live, but Juri is the VK guy or was actually..."
2.31738E+17	positive	"DON'T FORGET: Youth Soccer registration (ages 5-17) is going on now. We are taking registration TODAY , Saturday,... http://t.co/3xHtV7P0"
2.50363E+17	neutral	Live semi-finals this Thursday night 9-10pm on CW Network. America votes. Please share with friends. #teamjordan http://t.co/ADIyfYrG
2.74155E+17	neutral	"@esthercarodan Nicole R, jov, two Capistranos, Kait, Me, Danee, Tuesday, and more... not sure of the others"
2.77034E+17	positive	Runrig tonight!! Cant wait. Then off to Oban to play in Coasters Bar with Murdo Ewen Cameron tomorrow night. Come along if you're free :)
2.12916E+17	neutral	"Star Wars Weekends may be over, but the """"Carbon-Freeze Me"""" Experience is still open through June 16! http://t.co/G46NrJ4w"
2.48153E+17	neutral	"Just got an e-mail from Eldora Speedway with the 2013 Kings Royal dates, July 12-13. #kingsroyal"
2.48138E+17	positive	Wanna see stars this Friday? Check out the Red Stars we have coming in! http://t.co/9jNMOttj
2.16891E+17	positive	"GAME DAY! Red Stars meet Philly Fever for the 1st time this season at 6:30pm CT in Egg Harbor, NJ. Follow twitter for live updates."
1.96206E+17	positive	De La Soul the 25th of July in Amsterdam! Ah I wanna get my DeLa Dunks signed!
2.3828E+17	positive	quite looking forward to Blackpool Illuminations with @ryanbamford94 next Friday. #NeverHadTheShits
2.70063E+17	neutral	"Its dat time of the year again, playoff futbol for our sundays team, quater finals tomm, we on team curfew 4 rest of playoffs on SAT nights"
2.85295E+17	negative	"I don't know why I played Resident Evil Operation Raccoon City, but I did. And I'm not happy about it or the video I made of it for tomorrow"
2.7263E+17	positive	"@kristal_bailey I'm actually probably gunna buy it. (Danny Elfman enthusiast, can't help myself!), but i'll let you know tomorrow!"
2.08648E+17	positive	"Happy Friday! Come for Copper River Salmon. The freshest, most wonderful salmon in the world! And dessert too of... http://t.co/WzaAaJp1"
2.49666E+17	positive	"The canopy survived the winds today! Hoping to see a lot of people tomorrow at the New Earth Festival in Atlanta, IN"
2.06574E+17	positive	@FeelNoPayne: I wanna go to the pool tomorrowcome to knollwood
2.40376E+17	positive	I've won tickets to Blackpool Illuminations!!!!! See you Friday @juiceofficial!!! Xx
1.96021E+17	positive	"@KeithOlbermann Sure enjoyed seeing you on ABC Sunday, especially you and George talkin' baseball."
2.67631E+17	positive	Kira the 1st person to send me a Veteran Day text she just made me feel proud
2.56214E+17	neutral	@elviofernandes Do we know who is gonna play bass for Daughtry on the tour with 3 doors down See you again on Dec 1st in Binghamton NY
2.35709E+17	neutral	Have you watched @rihanna 's new fashion tv show 'Styled To Rock' 1st episode? No? Here's the link http://t.co/9F06jRHR
2.20702E+17	positive	"got a free ticket to the San Diego County Fair for Indepence Day in Del Mar, CA for anyone who wants it."
2.51369E+17	neutral	Sunday ITV1 10:20pm Jimmy McGovern's docudrama Hillsborough. Harrowing but shows how media can question authority and bring about change
2.22194E+17	neutral	"I used to watch ABC Sunday night movies with the fam, now we watch #newsroom on HBO, how times have changed."
2.54404E+17	positive	@Ihavefriends17 I loved racing Grand Bend. Got my 1st Top Fuel Win there against Shirley Muldowney in the final
2.33597E+17	neutral	I gots to make vanilla fudge tomorrow
2.8473E+17	positive	@jaymohr37 2nd Best Sports Moment: Rob Riggle hosting the ESPY Awards #funny
2.64326E+17	positive	Happy Birthday Mitchie and #twittlessLuis! Ill bring you stuff monday :p @Mitchie_henson
2.58715E+17	positive	"In other news (realised I seldom tweet these days), I climbed Mount Snowdon on Saturday with two wonderful friends. SH-BOOM! #Wales"
2.5304E+17	positive	Don't forget to sign up for our Right To Offend Debate with David Aaronovitch &amp; Mehdi Hasan next Thursday http://t.co/L81WToeN
2.61309E+17	positive	"@Jles9 Revenge on ABC Sunday nights is a great show, u should check it out"
2.82213E+17	positive	"I don't know about you guys, but i was ready for this break on Sunday of Thanksgiving break."
2.81862E+17	neutral	Two of the guys on our day out at Lechlade last Monday 17.12.12 http://t.co/J7w8hgen
2.49496E+17	neutral	#xc-dsign The digital installation built for 2nd Nature Gardens at the Chelsea Flower Show used a ge http://t.co/kRGyrZzn
2.6088E+17	positive	Big weekend ahead at Maverik Center Friday and Saturday at 7. Oktoberfest Specials. Saturday is Angel's Hands Night with Cowbell Giveaway!
2.01284E+17	neutral	The reason that Nurses Day is held on the 12th May each year is because this is the birth date of Florence... http://t.co/QShN5pDP
2.38712E+17	negative	"@finchypoos Of Monsters and Men, Deap Vally, Eagles Of Death Metal, Gaslight Anthem, Foos - and that's just tomorrow! Sorry for late reply!"
2.73934E+17	positive	Buy a DG membership between Nov 1 and 30 and you could win tickets to Ballet West's The Nutcracker! http://t.co/JqXuvmMY
2.2372E+17	positive	Looking forward to the London Grand Prix tonight and tomorrow
2.71702E+17	positive	"@matt4wallace4 yea im good thanks, and no but i am in haltwhistle. are you staying at phils on fri, i was guna pop in and say hi to him?"
2.40491E+17	neutral	"Watch me on the CW Network's new hit music show """"THE NEXT"""" September 6 at 8 pm central!!!"
2.25701E+17	positive	"@wintersleep saw you play at Bluesfest last sunday, your lead guitarist blew my freakin' mind!! Wow... what a rock star !! Great show"
2.55416E+17	positive	Whitey Anderson was a thoroughly deserving winner of the NIFWA Manager of the Month even before Saturday. When will he walk Lough Erne?
2.35509E+17	negative	Do I ring up Warners tomorrow and tell them I put the wrong number on or do I leave it and cry
2.48792E+17	neutral	Since yesterday was the 10th anniversary of the worldwide celebration of International Talk Like A Pirate Day.... http://t.co/y07AhjUh
2.24223E+17	neutral	"Natash Hastings 4th (51.89), Jessica Beard 6th (52.08) in 400 at London Grand Prix. 1 of the could be named to @USOlympic 4x400 relay team."
2.65407E+17	positive	Beautiful sun rises these days and still mild with no wind. We are heading out to some islands on Lough Erne we've never been to before!
2.40306E+17	positive	Good afternoon on a beautiful Tuesday from the unseen high-angle view in Hat Yai! http://t.co/MPJnCtW0
2.79572E+17	neutral	#Gardening Fact Friday: The most expensive garden was designed by @DavidDomoney for the 2010 Chelsea Flower Show and included a $5m diamond.
2.24263E+17	positive	YOU MUST READ! http://t.co/wWrjXVLv Karina Smirnoff Wows in a Low-Cut Yellow Dress at the ESPY Awards (PHOTOS)
2.17048E+17	neutral	Red Stars fouled at 20 yards. Chalupny takes the free kick but GK gets in front of it. 1 minute left in 1st half.
2.66325E+17	positive	"Some may have called me childish, but I now sit with a bag the size of a small child full of Halloween Candy. #Winning #StillAKidAtHeart"
2.58151E+17	positive	"@DanList13 it was a Saturday when I went, stopped off en route for a few jars at Haltwhistle and Haydon Bridge so was good fun."
2.35777E+17	neutral	Just eating a giant slab of vanilla fudge to distract from results day tomorrow
2.83679E+17	positive	@AdamFritz1 sweet keep me updated I'm getting ready for our big Jiujitsu promotion at the end of Feb.
2.75828E+17	neutral	"For those that missed it I'm dropping a NEW Batman track tomorrow since DKR debuts. If you want it, I'll send it to you. Only way to get it."
2.76693E+17	neutral	who got that new Batman dvd and trying to let me hold it till April
2.70055E+17	positive	Sitting on the floor watching the Stones doc Crossfire Hurricane for the 3rd time. @lberry_ @AxlRouth @alwicker @hberry8 @RadTadCaylor
2.23062E+17	negative	Typical that when the Great Yorkshire Show gets cancelled the sun comes out. Oh well. That's England for you.
2.50436E+17	positive	#EAFirstPlay at Westfield Parramatta is going off! We are there from today until Sunday so come and say hello
2.76356E+17	neutral	"RNDM: 8 November 2012 - Bowery Ballroom, New York (Notes from the Road) http://t.co/pSBvy3yA"
2.55987E+17	positive	"#TVD is back tomorrow @ CW Network. Finally! The long wait is over!! Yay!!! Well, i can already watch it by Friday evening. @rosherxantina"
2.09004E+17	positive	The band enjoyed a day of sightseeing in Berlin today. We hope to see you at ROCK IM PARK tomorrow! -PRESET
2.02937E+17	neutral	"Ain't got a drug problem but a love problem, but then again that may be one in the same. _De La Soul"
2.31758E+17	positive	An hour afternoon nap in Hype Park though the first half of the football in the sun... Nice!
2.3936E+17	neutral	"#WWE debuting new children's series """"Saturday Morning Slam"""" on the CW Network at 10 a.m. EST today. ."
2.08579E+17	positive	to all going to cardiff for barbarians game tomorrow- have fun jammy buggers..c'mon hogia ni
2.74369E+17	positive	Super Saturday is on tomorrow at Westfield Parramatta. One day to grab some pre Christmas bargins. For one day... http://t.co/r1pUbfcJ
2.52067E+17	positive	Ben Sollee and fresh pot of coffee make saturday morning perfect
2.75389E+17	positive	Don't miss Carmen on the 100th episode of 90210 airing tomorrow night 8/7C on the CW Network!
2.42903E+17	neutral	@RuMoseley I go back next Tuesday to enrole mate I think you do too
2.56042E+17	negative	"Supersonic, Paul Foot, Boris in December, Runrig, boring car stuff, Turbonegro... going to be pretty broke for Christmas! Yay!"
2.7202E+17	neutral	Fans lined up for Black Friday $5 tickets at Maverik Center available to the first 500 fans lined up when the box... http://t.co/2hSTjYTR
2.61421E+17	positive	Make sure you head down &amp; see @cassihilbers singing at Westfield Parramatta this Saturday at 10:30 &amp; 2:30 on the main stage! :) x
2.31706E+17	neutral	Lavender fields at Hvar island. Imagre taken during our Adriatic2Alps photo tour in June. Share if you like... http://t.co/GcD3wtTO
2.68793E+17	neutral	Tomorrow (11/15): #KitchenParty Live with Kent Whitaker: What to do with Thanksgiving Leftovers http://t.co/W04ySDSr
2.67648E+17	positive	"@churchscotland. Very moving Remembrance Service with our new Minister, Rev William Heenan. For our tomorrow, they gave their today."
2.20337E+17	positive	"Doom metal legends SUN O))) have announced an Australian Tour for this October with """"post-everything"""" act @Pelicansong http://t.co/csBUKN12"
2.37833E+17	neutral	L' ECOLE CULINAIRE SALT OF THE EARTH FESTIVAL: On Sept 15th some of the top chefs in th... http://t.co/GAkZuHAw Comment On My Blog!
2.08681E+17	neutral	"Sam Warburton Wales exclusive interview: When Wales play the Barbarians in Cardiff on Saturday afternoon, Sam Wa... http://t.co/MAJMiBrH"
2.02026E+17	neutral	Copper river salmon season is just days away from starting...Call us on May 17th for pricing http://t.co/lb6TcT2y
2.4127E+17	neutral	"Charlie Daniels Band, .38 Special and The Outlaws Hit the Fair, Pomona Fairplex, Fri, Sep 28 @ 7:30pm, 50% OFF, http://t.co/2GDw9oRv"
2.61174E+17	positive	@Suitdaddy look up Riot Fest in Chicago in May. Lets pregame hard and go to it
2.37564E+17	neutral	Resort Monday coming up at The KEE tonight: Back To School Girl theme! There will be a contest for the best dressed. http://t.co/izMUzNl5
2.60113E+17	positive	Mahiro may be my bias for Kiryu...but Hiyori is definitely the cutest when he looks like this. -Nikki http://t.co/2npL7OZP
2.34846E+17	neutral	"World Stand Off is set for this Friday Aug18th for PUSH KICK PROMOTIONS at the Pomona Fairplex, Down 2 scrap MMA... http://t.co/iKpc5DsH"
2.61269E+17	positive	"Great night of JiuJitsu! Huge day tomorrow with the Dynamite Ninjas, Striking then Advanced Gi!!!! Don't miss it!"
2.82212E+17	positive	@0_ofrann they released the Retro fours bred during Thanksgiving break on black Friday. Holy shit 4 bills they are 180 aren't they
2.35284E+17	positive	Super excited to see Waiting for the Barbarians on Thursday at the @BaxterTheatre
2.4512E+17	positive	"SUPER ADVANCE NOTICE to SAVE THE DATE.... Stone Brewing will be in the house on September 24th. And, there will... http://t.co/4A6svZQY"
2.49568E+17	positive	Ironman Wales on channel 4 tomorrow 6.35am - sky plus it - or do as I am excited to watch it real life with a cuppa!! #ironman #ironmanwales
2.65487E+17	positive	"@CatelynnLowell Hey Catelynn, this is my 1st Tweet ever &amp; i just wanted 2 say i think u &amp; Tyler r awesome. U guys would love my boys.. :)"
2.0117E+17	positive	"When a child comes to the World, he makes his 1st landing in the arms of a #Nurse Lets wish all of them a 'Very Happy Nurses Day'"
2.77694E+17	positive	@LegallyBlondeOz 'Omigod you guys' has been stuck in my head since I seen the show on Wednesday!! Super catchy :D
2.56064E+17	negative	"No, Danny Elfman. No you may not."
1.96171E+17	positive	#NAME?
2.81568E+17	positive	Who wants to go with me to see Nekromantix this Friday?
2.38558E+17	neutral	@LawsonRyan AND you were played on Styled To Rock on Tuesday night :-)x
2.06518E+17	positive	Hungry? 15% off your bill if you show your membership badge &amp; Phoenix Comicon program at Majerle's Bar &amp; Grill - 2nd St. and Washington ~SM
2.17802E+17	positive	I love it! June 13th is officially Matt Cain Day in San Francisco! #SFGiants #BeatLA
2.51129E+17	positive	So excited for Jonathan Kozol tomorrow I can't even stand it.
2.69159E+17	negative	Rubbish day not helped by helpful academic who says I've rendered my unborn baby irreparably stupid by having a glass of wine on Sat nights
2.43428E+17	positive	"@jbkedz94 yup but got to be at trinity next tuesday to enrole, wednesday is a good day to brake the week"
2.79037E+17	neutral	"@ReadandMakeup oh, I like some Jovi. Just nothing since 'These Days' or the Sept. 11th benefit. Blaze of Glory is my jam."
2.38747E+17	positive	Catching up with #Accused #SeanBean Jimmy McGovern is one of the best writers on TV today! Part 2 tomorrow with Anne-Marie Duff. Can't wait!
2.74008E+17	neutral	Going to be an hour away from @tylerseguin92 tomorrow in Interlaken .. what's the chance I can get tickets to Biels home game friday night?
2.48563E+17	neutral	Shiver Me Timbers! The answer to our trivia: International Talk Like a Pirate Day! It's the 10th anniversary of the worldwide celebration!
2.17804E+17	positive	Aww! Matt Cain just given a key to the city &amp; a proclamation of June 13th as Matt Cain Day in SF for his perfect game. Yay Matty! #MattCain
2.43592E+17	neutral	Boots Electric (Jesse Hughes from Eagles of Death Metal's band added at last minute to the show tomorrow night! Thur. 9/6 Doors @ 9pm. $5
2.08667E+17	positive	"for those who may not know, Rock Im Park streaming Metallicas set live right now..! """"One"""" just finished! -Randy! http://t.co/e3VPK0A1"
2.61685E+17	positive	well I am excited for tomorrow's HOT JAM with Suzanne show from 11-1 I have learned its a great thing to have... http://t.co/sRHUN2pD
2.74618E+17	positive	CODDYY!!!! I'm coming to see you at the Kirby center in Wilkes-Barre on December 9th! :) @CodySimpson http://t.co/wrHhe5Y7
2.73803E+17	positive	WACKY WEDNESDAY on Threshold. I have a feeling all sorts of awesome stuff is going to happen today on Threshold.... http://t.co/limba0zW
2.62169E+17	positive	"Nice piece about @Glinner in tomorrow's Scotland on Sunday, pegged to his new stage production of The Ladykillers. Man gives good quotage."
2.39248E+17	positive	But excited for the scramble at knollwood tomorrow morning. Going to tear the west course up
2.29351E+17	positive	Cant believe that just in March I was judging PawSox Idol with Miss MA teen @jordynjm. Tonight she's competing for Miss teen USA! #goodluck
2.55333E+17	positive	"Ladies and Gents, come get your pictures taken FRIDAY and SAT Nights @ the Penthouse on Livernois!! New Backdrops coming soon!!"
2.43937E+17	neutral	just a thursday. #monstertruckrally #firsttimeforeverything @ralls19 @ Pomona Fairplex http://t.co/13xNNzhh
2.18353E+17	positive	DSQ Band will open for Air Supply July 29th at Winspear Opera House!!! Come see our first concert with the full... http://t.co/IimcuIAx
2.65879E+17	positive	"Any of you wanting fab fun childcare for your little ones in Haltwhistle, get along to Little Star on Thursday... http://t.co/DYPxbLaM"
2.64515E+17	negative	I dont work til monday but no one is fucking with me sooooo ill be on some De La Soul JUST ME MYSELF N I
2.77496E+17	positive	"Watched """"The Ladykillers"""" this afternoon. The perfect film for Saturday afternoon. Or any other time of the week."
2.69369E+17	negative	De La Soul is Sunday at Clockenflap?! WTF! At least they had the decency to sched Uptown Rockers for Saturday @drafus #NYinHK
2.39028E+17	positive	"anyone interested in a couple of tickets for Runrig tomorrow at the Northern Meeting Park, Inverness?"
2.30668E+17	neutral	@ofarevolution 4th OAR concert of 2012 tonight at Art Park! 2 ladies want hooked up with VIP &amp; a HEY GIRL! Traveled from Philly 4 this!
2.24785E+17	positive	miketindall13 hope all the boys with a Glaws connection in the Barbarians squad get to play Tuesday
2.29048E+17	neutral	USA coming up...last time this many Americans were in London the 8th Air Force started the Baby Boom.
2.46355E+17	positive	Jimmy McGovern's 'Hillsborough' airing again this Sunday on ITV3 for anyone that might want to see it.
2.33644E+17	neutral	anybody trying to go to Summersville with @kristapaige13 @basedbuddhist and myself tomorrow?
2.46567E+17	positive	Good luck to @Beccie1983 and the IT team climbing Mount Snowdon tomorrow for Bristol based charity Paul's Place. Send a picture from the top
2.31735E+17	neutral	"I'm going to Nekromantix at HiFi in Sydney, Australia - Oct 5 http://t.co/uA4Gvlcv"
2.45321E+17	positive	I graduate in November with my bachelors degree. I think my present to myself is tickets to Phoenix Comicon and San Diego Comicon
2.41279E+17	neutral	"9 to 5 will be premiering at the Art Park Players October 12, 13, 14, 19, 20, 21, 26, 27 2012 call 281-794-2448 for more information"
2.36579E+17	positive	"Wondering what you made of 1st episode of Jimmy McGovern's 2nd series of 'Accused'? In my view, Sean Bean good but Stephen Graham excellent."
2.80607E+17	neutral	"Pattaya Mail: SONGKHLA, Dec 16 - Hotels in Hat Yai, the business center of this southern province, have been ful... http://t.co/RGL4BAFi"
2.57307E+17	neutral	Starting off my sunday with Resident evil operation raccoon city
2.72263E+17	negative	Damn i just gave her a reason to ground me 4 da whole festve season... Omigod wont evn go ta my pensdown on mon:( shidd!
2.48494E+17	positive	"The Rum Runners will be performing on Saturday, September 29th... you don't want to miss this Jerry Garcia... http://t.co/aPoPXiqi"
2.43574E+17	neutral	Tomorrow for Splash Dance we have Digitalism @SurrenderVegas going to be Wet &amp; Wild...
2.08473E+17	neutral	Oliver's Harem: So we had this joke on Friday of Phoenix Comicon that Oliver had his own little harem with all t... http://t.co/7CRPofuA
2.46734E+17	positive	"Good luck and lots of energy to @cderycke, who is competing in the Ironman Wales this Sunday!! Come on Chris!"
2.64424E+17	positive	"Thanks, Lyndsey ...hairstrks sometimes red, sometimes pink! @QueenEasyGreen We're going to see The Ladykillers in Nott'ham tomorrow!!"
2.4887E+17	neutral	I was just reminded by @johngmcnutt that tomorrow is International Talk Like A Pirate Day. http://t.co/kr7ZmKeJ #whimsy
2.63881E+17	positive	"@squallina Try to get the 13th anniversary one! It's the best one, and it's two discs. :Db The second disc is covers and Danny Elfman."
2.54724E+17	positive	@jesselalejo Raccoon City and this one are pretty much the same but it's a big step up from the 5th. So fun!
2.60534E+17	positive	@_0ldieKTA it was awesome. OHHHHHH we won 1st place by just doing that oldschool weird :3 Danny Elfman style :P
2.42755E+17	positive	Who wants to go with me to see Liza in November at the Kirby center???? It's Liza. Fucking. Minnelli.
2.34766E+17	neutral	Is anyone else going to see Sheryl Crow at Art Park on Tuesday?
2.67357E+17	positive	"Big day Sunday - Christchurch Park at 1045am for the Remembrance Service - We will remember, Ipswich will remember"
2.23246E+17	neutral	"@_KaylaM yes, I'm going out in Port Credit tomorrow. Maybe Toronto on Friday night and then The Kee on Saturday. I'm staying in Port Credit."
2.35847E+17	positive	"Join us at Main Library, 12 p.m. on Monday, 8/20 for the 2012 Kiwanis Corporate Regatta. Lunch is $5, helps support Summer Reading Club."
2.42246E+17	positive	"Six Sentence Sunday - """"Blaze of Glory"""" - and it's FREE! http://t.co/c4I1gaxm"
2.58675E+17	positive	We have a busy Saturday coming up at Knollwood! Our experts will be on hand to help you find the perfect academy... http://t.co/LmKneVP0
2.64807E+17	positive	I love giving out Halloween Candy and seeing happy neighborhood kids even if it is Nov 3. #Sandy
2.79961E+17	positive	Good way to start the day. #NowPlaying How to See The Sun Rise by Ben Sollee on #Spotify http://t.co/rAZ7c08C
2.05876E+17	positive	"Copper River salmon, quinoa, roasted beets, and #thebigsalad. Thursday is the new Saturday."
2.35072E+17	positive	Anyone interested in camping tonight on the New River and swimming at Summersville tomorrow?
2.32988E+17	positive	Next Friday the 9-12 year olds get to make a gnome house in Reading Club. How cool!!! http://t.co/YaUmxX5z
2.25345E+17	positive	@paulbtwitt is such an encourager! Loved the conversation on the way home from Barbarians! Ready to action tomorrow!!
2.84758E+17	positive	Jiujitsu tomorrow - then ufc 155 - it's gonna be a great day I can already tell
2.39905E+17	negative	"@cycletard Hilarious. Give the doping convictions, the '99 Maillot Jaune devolves to the kid to who was 17th at the '99 Tour l'Avenir"
2.62639E+17	neutral	Paloma Faith may not have a Brit but she has to be a shoe in for the Chelsea Flower Show #scd
2.81354E+17	positive	I am Predicting a Baby Boom in September - for those that are throwing caution to the wind and going to out with a bang on Thursday Night.
2.68413E+17	neutral	"Check out RNDM (Jeff Ament of Pearl Jam, Joseph Arthur &amp; Richard Stuverud) this Sunday at the Fox Theatre in Boulder. http://t.co/PEyHUbSq"
1.98232E+17	neutral	"One more game and @NYKnicks are toast from the playoffs as @MiamiHEAT beat New York 87-70 at MSG to lead series 3-0, Game 4 on ABC Sunday."
2.60593E+17	positive	I been a GIANTS fan since the Kenny Lofton's 1st year in San Fran... I'm proud of that ball club
1.9953E+17	neutral	Antonio Carluccio is the latest celeb chef to try his hand at an Italian eatery in Liverpool. Our 1st impressions... http://t.co/tUNW0yVz
2.49016E+17	positive	"The first Hickman Reading Club meeting is Thursday, September 27 from 3:00 to 4:00. See you there! :)"
2.51836E+17	neutral	Want to win tix to see Ben Sollee for tomorrow night at the Peel? Email Sadie@981theriver.com for you shot at tix. http://t.co/XDiCqpZ6
2.48384E+17	neutral	Our Rock Star speakers for the Sept 27th @MS2Conf in Grand Bend are @ms2weathergirl @emotivatemktg @Liz_Gray @berniawheaton @Nextlevel_Coach
2.06485E+17	positive	"@ReneeLarie well thanks and that's cool, if you're in Ohio June 2nd you should come to my show at Heart and Sole"
2.77402E+17	positive	The Ladykillers has just come on...that's all plans for Saturday afternoon cancelled then http://t.co/rO301Vem #GetGlue #TheLadykillers
2.18814E+17	neutral	Come to the Gin Mill for July 4th! Food &amp; drink specials all week!... http://t.co/T16q9BgK
2.08293E+17	negative	The 80yr old woman arrested for streaking at the Chelsea Flower Show had on 1st prize in the Dried Bush Arrangement.
2.00062E+17	positive	Copper River Salmon season starts May 15th! We're hoping to have fish on the 17th. Want a great recipe for... http://t.co/K3LoNDwg
2.46768E+17	positive	"Meet and Greet tonight at Hartigan's Irish Pub and Restaurant. Welcome to Charlotte, Barbarians and Blockade! Ready for tomorrow?!"
2.724E+17	neutral	Sunday Brunch: Thanksgiving Leftovers Eggs Benedict: Editor's note: Each Saturday morning we bring you a Sunday ... http://t.co/ZGdfiweM
1.9948E+17	neutral	"@persie_official tactical switch, vermalen midfield and song defence. Need steel to the silk of midfield and vermalen is our 3rd top scorer!"
2.41984E+17	positive	Delightful day in Old Town Hastings with my nephew &amp; niece - even without sun. Highlights definitely were the swan boats and vanilla fudge.
2.80126E+17	neutral	"@PaulCBrunson i dont know if you listen to WGTS, but they have an evening program as well on Sat nights"
2.80513E+17	neutral	I've been waiting for winter break since the Monday we came back from Thanksgiving break!
2.61043E+17	positive	@therobindiaz it was really nice to hear from u thanks hope ur enjoying ur time off I'll c u Dec 1st in Binghamton NY
2.44498E+17	positive	"In Dublin, going to Lough Erne tomorrow, role on the Faldo Series British Grand Final :D"
2.48587E+17	positive	@joseparthur at work humming yer only job..Lucky your coming back in November with RNDM . Yay for Montreal
2.1721E+17	positive	There are some great opportunities for young people at the moment... Journals at Splash Dance 8 July 2- 3pm.... http://t.co/J4KAUVCH
2.78128E+17	positive	"Elegant and intimate: Ben Sollee at the Carnegie Center, December 6. http://t.co/3CXaeUdX"
2.29964E+17	positive	Cannot wait to see @ofarevolution wednesday at art park! FOR FREE! Are you kidding me? They're paying us! LEGGOOO!
2.29397E+17	positive	Miss WV Teen USA 1ST runner up at Miss Teen USA! Lets keep this fire burning with Morgan at Miss Am. OT! #WV
2.50973E+17	neutral	The Kitchen Cafe 26 Sept 12. Antonio Carluccio talks about the recipes that form the touchstones of his life.... http://t.co/QUncWhDO
2.31903E+17	neutral	"Sunday, 05 August 2012: Nekromantix with the Casualties / Down By Law / the Lower Class Brats @ The Observatory http://t.co/KCObv68V"
2.4676E+17	positive	"I've provisionally decided to see The Ladykillers, Singin' in the Rain, Godfather + When Harry Met Sally for the Sun of IFI open weekend."
